source,sku,name,brand,category,price_inr,availability,volume_tiers,url,image
handypanda,TAPSOMWAY7TLLO,2 Way Angle Valve,Somany,Bathware & plumbing,1400.0,OutOfStock,0,https://www.handypanda.in/products/somany-2-way-angle-valve-0xe3ljc,https://cdn.handypanda.in/products/TAPSOMWAY7TLLO-0.jpg
handypanda,HEAJAQHEA1I9GA,Health Faucet,Jaquar,Bathware & plumbing,1397.0,OutOfStock,0,https://www.handypanda.in/products/jaquar-health-faucet-m16zfkk,https://cdn.handypanda.in/products/HEAJAQHEA1I9GA-0.jpg
handypanda,TANSUPSIPUHBVG,Siphon set,Superflo,Bathware & plumbing,1320.0,OutOfStock,0,https://www.handypanda.in/products/superflo-siphon-set-sv3w4nf,https://cdn.handypanda.in/products/TANSUPSIPUHBVG-0.jpg
handypanda,ACCKOHGLAWWEON,Glass shelf,Kohler,Bathware & plumbing,1318.0,OutOfStock,0,https://www.handypanda.in/products/kohler-glass-shelf-gfetod0,https://cdn.handypanda.in/products/ACCKOHGLAWWEON-0.jpg
handypanda,SANJAQCISC0K7E,Cistern Plate,Jaquar,Bathware & plumbing,1253.0,OutOfStock,0,https://www.handypanda.in/products/jaquar-cistern-plate-4sd9kku,https://cdn.handypanda.in/products/SANJAQCISC0K7E-0.jpg
handypanda,HEAJAQHEAAN296,Shower tube,Jaquar,Bathware & plumbing,947.0,OutOfStock,0,https://www.handypanda.in/products/jaquar-shower-tube-vn0u2u9,https://cdn.handypanda.in/products/HEAJAQHEAAN296-0.jpg
handypanda,TAPONTCON6WWJ8,Concealed stop cock,Generic,Bathware & plumbing,931.0,InStock,0,https://www.handypanda.in/products/generic-concealed-stop-cock-rlgxcfk,https://cdn.handypanda.in/products/Sunfit/TAPONTCON6WWJ8.jpg
handypanda,PIPASTPIPNCHX7,Pipe 10ft PVC,Astral,Bathware & plumbing,917.0,InStock,0,https://www.handypanda.in/products/astral-pipe-10ft-pvc-q87f1zx,https://cdn.handypanda.in/products/PIPASTPIPNCHX7-0.jpg
handypanda,FLOLOCSINHBI4H,Sink basin SS,Generic,Bathware & plumbing,859.0,OutOfStock,0,https://www.handypanda.in/products/generic-sink-basin-ss-uqgwrfc,https://cdn.handypanda.in/products/FLOLOCSINHBI4H-1.jpg
handypanda,PIPASTNRVZIHB0,NRV CPVC,Astral,Bathware & plumbing,856.0,OutOfStock,0,https://www.handypanda.in/products/astral-nrv-cpvc-mufbsvu,https://cdn.handypanda.in/products/PIPASTNRVZIHB0-0.jpg
handypanda,SANLOCSEAWHQWW,WC Seat Cover,Generic,Bathware & plumbing,850.0,OutOfStock,0,https://www.handypanda.in/products/generic-wc-seat-cover-a9d194f,https://cdn.handypanda.in/products/SANLOCSEAWHQWW-0.jpg
handypanda,TAPORV2INURC3H,2 Way Angle Valve,Generic,Bathware & plumbing,795.0,InStock,0,https://www.handypanda.in/products/generic-2-way-angle-valve-pma44g7,https://cdn.handypanda.in/products/TAPORV2INURC3H-0.jpg?v=1777139258172
handypanda,TAPONTSINL1MQW,Sink Cock,Ontake,Bathware & plumbing,783.0,OutOfStock,0,https://www.handypanda.in/products/ontake-sink-cock-yjofgjs,https://cdn.handypanda.in/products/TAPONTSINL1MQW-0.jpg
handypanda,TANLOCBOTMHUB7,Bottle trap,Generic,Bathware & plumbing,774.0,OutOfStock,0,https://www.handypanda.in/products/generic-bottle-trap-ddaswkk,https://cdn.handypanda.in/products/TANLOCBOTMHUB7-0.jpg
handypanda,TAPLOCROF52B2D,RO faucet,Generic,Bathware & plumbing,689.0,OutOfStock,0,https://www.handypanda.in/products/generic-ro-faucet-lcihaf0,https://cdn.handypanda.in/products/TAPLOCROF52B2D-0.jpg
handypanda,TAPORBWASHFA2G,Washing machine tap,Generic,Bathware & plumbing,616.0,InStock,0,https://www.handypanda.in/products/generic-washing-machine-tap-5qoilj4,https://cdn.handypanda.in/products/TAPORBWASHFA2G-0.jpg
handypanda,HEAJAQANGH6PXX,Angle valve,Jaquar,Bathware & plumbing,595.0,OutOfStock,0,https://www.handypanda.in/products/jaquar-angle-valve-d24rlrr,https://cdn.handypanda.in/products/HEAJAQANGH6PXX-0.jpg
handypanda,TAPONTBIBX6TGC,Nozzle Bib cock,Generic,Bathware & plumbing,554.0,OutOfStock,0,https://www.handypanda.in/products/generic-nozzle-bib-cock-kqhn92m,https://cdn.handypanda.in/products/TAPONTBIBX6TGC-0.jpg?v=1777137567219
handypanda,SHOGENROU2FE8C,Shower Head Round,Generic,Bathware & plumbing,550.0,OutOfStock,0,https://www.handypanda.in/products/generic-shower-head-round-89jazfn,https://cdn.handypanda.in/products/SHOGENROU2FE8C-0.jpg?v=1779712917570
handypanda,PIPZOLBALG1TA9,Ball valve,Zoloto,Bathware & plumbing,493.0,OutOfStock,0,https://www.handypanda.in/products/zoloto-ball-valve-vyi4bvr,https://cdn.handypanda.in/products/PIPZOLBALG1TA9-0.jpg
handypanda,SANLOCINDWALAS,Indian WC Seat,Generic,Bathware & plumbing,490.0,OutOfStock,0,https://www.handypanda.in/products/generic-indian-wc-seat-pxrk30i,https://cdn.handypanda.in/products/SANLOCINDWALAS-0.jpg
handypanda,FLOSANGRAEKLXJ,Grating vent 5 inch,Sanjay Chilli,Bathware & plumbing,392.0,OutOfStock,0,https://www.handypanda.in/products/sanjay-chilli-grating-vent-5-inch-itnkfpo,https://cdn.handypanda.in/products/FLOSANGRAEKLXJ-0.jpg
handypanda,TAPORBHEAGV4R6,Health faucet,Generic,Bathware & plumbing,377.0,InStock,0,https://www.handypanda.in/products/generic-health-faucet-wbcen2y,https://cdn.handypanda.in/products/TAPORBHEAGV4R6-primary.jpg
handypanda,PIPASTCLAJ526V,Clamp CPVC,Astral,Bathware & plumbing,306.0,OutOfStock,0,https://www.handypanda.in/products/astral-clamp-cpvc-eeaz50s,https://cdn.handypanda.in/products/PIPASTCLAJ526V-0.jpg
handypanda,TAPLOCFASSSDIY,Fastener SS,Generic,Bathware & plumbing,294.0,OutOfStock,0,https://www.handypanda.in/products/generic-fastener-ss-3b5fuwo,https://cdn.handypanda.in/products/TAPLOCFASSSDIY-0.jpg
handypanda,WASORBRACRDOVA,Rack bolt/ Fastener,Generic,Bathware & plumbing,279.0,OutOfStock,0,https://www.handypanda.in/products/generic-rack-bolt-fastener-r1syqa4,https://cdn.handypanda.in/products/WASORBRACRDOVA-0.jpg
handypanda,PIPASTPIP0SQUV,Pipe 10ft CPVC,Astral,Bathware & plumbing,269.0,InStock,0,https://www.handypanda.in/products/astral-pipe-10ft-cpvc-oowcrrz,https://cdn.handypanda.in/products/PIPASTPIP0SQUV-0.jpg
handypanda,PIPSUPDOO54MFG,Door Bend PVC,Supreme,Bathware & plumbing,260.0,OutOfStock,0,https://www.handypanda.in/products/supreme-door-bend-pvc-s6jimqu,https://cdn.handypanda.in/products/PIPSUPDOO54MFG-0.jpg
handypanda,PIPSUPPTRL1PHA,P Trap PVC,Supreme,Bathware & plumbing,250.0,InStock,0,https://www.handypanda.in/products/supreme-p-trap-pvc-jumqc3e,https://cdn.handypanda.in/products/PIPSUPPTRL1PHA-primary.jpg
handypanda,TAPZEBANGWX0ZQ,Angle valve,Generic,Bathware & plumbing,250.0,OutOfStock,0,https://www.handypanda.in/products/generic-angle-valve-cbqt09t,https://cdn.handypanda.in/products/TAPZEBANGWX0ZQ-0.jpg
handypanda,HEAORBHEAJEDON,Health faucet tube,Generic,Bathware & plumbing,233.0,InStock,0,https://www.handypanda.in/products/generic-health-faucet-tube-kb8grux,https://cdn.handypanda.in/products/HEAORBHEAJEDON-0.jpg
handypanda,FLOLOCWASVIQG4,Waste Coupling,Generic,Bathware & plumbing,221.0,OutOfStock,0,https://www.handypanda.in/products/generic-waste-coupling-k8lafyj,https://cdn.handypanda.in/products/FLOLOCWASVIQG4-0.jpg?v=1777121672918
handypanda,PIPASTTEEC8ZL3,Tee PVC,Astral,Bathware & plumbing,210.0,OutOfStock,0,https://www.handypanda.in/products/astral-tee-pvc-95235h4,https://cdn.handypanda.in/products/PIPASTTEEC8ZL3-0.jpg
handypanda,PIPASTFTA54E49,FTA Brass CPVC,Astral,Bathware & plumbing,189.0,InStock,0,https://www.handypanda.in/products/astral-fta-brass-cpvc-s7kg307,https://cdn.handypanda.in/products/PIPASTFTA54E49-primary.jpg
handypanda,PIPSUPYTELWOUU,Y Tee PVC,Supreme,Bathware & plumbing,188.0,InStock,0,https://www.handypanda.in/products/supreme-y-tee-pvc-t6nl547,https://cdn.handypanda.in/products/PIPSUPYTELWOUU-0.jpg
handypanda,PIPASTSOLON40D,Solvent CPVC,Astral,Bathware & plumbing,169.0,InStock,0,https://www.handypanda.in/products/astral-solvent-cpvc-6y3vm8g,https://cdn.handypanda.in/products/PIPASTSOLON40D-0.jpg
handypanda,WCCLOCWCC18TS1,WC Connector 6x4,Generic,Bathware & plumbing,165.0,InStock,0,https://www.handypanda.in/products/generic-wc-connector-6x4-vrrcd16,https://cdn.handypanda.in/products/WCCLOCWCC18TS1-0.jpg
handypanda,PIPASTDOO83ROO,Door Bend PVC,Astral,Bathware & plumbing,161.0,OutOfStock,0,https://www.handypanda.in/products/astral-door-bend-pvc-p2oswwi,https://cdn.handypanda.in/products/PIPASTDOO83ROO-primary.jpg
handypanda,PIPASTREDO9CCP,Reducing MTA Brass CPVC,Astral,Bathware & plumbing,155.0,InStock,0,https://www.handypanda.in/products/astral-reducing-mta-brass-cpvc-dqyn7zv,https://cdn.handypanda.in/products/PIPASTREDO9CCP-primary.jpg
handypanda,PIPASTMTARA1LU,MTA Brass CPVC,Astral,Bathware & plumbing,153.0,InStock,0,https://www.handypanda.in/products/astral-mta-brass-cpvc-3dt20do,https://cdn.handypanda.in/products/PIPASTMTAYDK59-0.jpg
handypanda,FLEGENMIX4WUH8,Mixture connection pipe,Generic,Bathware & plumbing,147.0,OutOfStock,0,https://www.handypanda.in/products/generic-mixture-connection-pipe-bn28ve2,https://cdn.handypanda.in/products/FLEGENMIX4WUH8-0.jpg
handypanda,FLOLOCSINZ1JRK,Sink Bracket,Generic,Bathware & plumbing,147.0,OutOfStock,0,https://www.handypanda.in/products/generic-sink-bracket-lae6ije,https://cdn.handypanda.in/products/FLOLOCSINZ1JRK-primary.jpg
handypanda,TAPLOCBAS89Z4B,Basin mixer Chand set,Generic,Bathware & plumbing,147.0,OutOfStock,0,https://www.handypanda.in/products/generic-basin-mixer-chand-set-z2uiisx,https://cdn.handypanda.in/products/TAPLOCBAS89Z4B-0.jpg
handypanda,TANASTBALWRM8R,Ball Valve Long Handle CPVC,Astral,Bathware & plumbing,142.0,InStock,0,https://www.handypanda.in/products/astral-ball-valve-long-handle-cpvc-iuusor6,https://cdn.handypanda.in/products/TANASTBALWRM8R-0.jpg
handypanda,SHOORBSHOAPKDZ,Shower arm,Generic,Bathware & plumbing,137.0,InStock,0,https://www.handypanda.in/products/generic-shower-arm-lo7kid1,https://cdn.handypanda.in/products/SHOORBSHOAPKDZ-0.jpg
handypanda,FLOORBGRAHMG2L,Grating vent Locking 5 inch,Generic,Bathware & plumbing,131.0,OutOfStock,0,https://www.handypanda.in/products/generic-grating-vent-locking-5-inch-61tabxu,https://cdn.handypanda.in/products/FLOORBGRAHMG2L-0.jpg
handypanda,FLELOCWASCOZ2Y,Washing machin outlet pipe,Generic,Bathware & plumbing,130.0,OutOfStock,0,https://www.handypanda.in/products/generic-washing-machin-outlet-pipe-wgkveku,https://cdn.handypanda.in/products/FLELOCWASCOZ2Y-0.jpg
handypanda,PIPASTTEET77ZY,Reducing Tee PVC,Astral,Bathware & plumbing,129.0,OutOfStock,0,https://www.handypanda.in/products/astral-reducing-tee-pvc-9gul31j,https://cdn.handypanda.in/products/PIPASTTEET77ZY-0.jpg
handypanda,PIPSUPPIPZ3BMN,Pipe 10ft PVC,Supreme,Bathware & plumbing,129.0,OutOfStock,0,https://www.handypanda.in/products/supreme-pipe-10ft-pvc-qqheja2,https://cdn.handypanda.in/products/PIPSUPPIPZ3BMN-0.jpg
handypanda,PIPASTELB3QTXP,Elbow 45 Degrees PVC,Astral,Bathware & plumbing,124.0,InStock,0,https://www.handypanda.in/products/astral-elbow-45-degrees-pvc-al5l6tc,https://cdn.handypanda.in/products/PIPASTELB3QTXP-primary.jpg
handypanda,FLEGENWAS7S81M,Washing machin inlet pipe,Generic,Bathware & plumbing,123.0,OutOfStock,0,https://www.handypanda.in/products/generic-washing-machin-inlet-pipe-lq9oy3t,https://cdn.handypanda.in/products/FLEGENWAS7S81M-primary.jpg
handypanda,,Reducing Tee PVC,Supreme,Bathware & plumbing,117.0,OutOfStock,0,https://www.handypanda.in/products/supreme-reducing-tee-pvc-hnj4tf5,https://cdn.handypanda.in/products/PIPSUPTEEJD016-0.jpg
handypanda,PIPASTDOOGNB7K,Door Elbow PVC,Supreme,Bathware & plumbing,117.0,OutOfStock,0,https://www.handypanda.in/products/supreme-door-elbow-pvc-f9kcd6z,https://cdn.handypanda.in/products/PIPASTDOOGNB7K-0.jpg
handypanda,PIPASTBRAQ7U2F,Tee Brass CPVC,Astral,Bathware & plumbing,117.0,InStock,0,https://www.handypanda.in/products/astral-tee-brass-cpvc-ikzhbkx,https://cdn.handypanda.in/products/PIPASTBRAQ7U2F-0.jpg
handypanda,TANLOCBAL1DBSU,Cistern Ball cock,Generic,Bathware & plumbing,111.0,OutOfStock,0,https://www.handypanda.in/products/generic-cistern-ball-cock-py8p1n0,https://cdn.handypanda.in/products/TANLOCBAL1DBSU-0.jpg
handypanda,HEAORBHEAIT8NL,Health faucet gun,Generic,Bathware & plumbing,111.0,InStock,0,https://www.handypanda.in/products/generic-health-faucet-gun-37sy3bj,https://cdn.handypanda.in/products/HEAORBHEAIT8NL-0.jpg
handypanda,PIPSUPREDPPOYU,Reducing Elbow PVC,Supreme,Bathware & plumbing,108.0,OutOfStock,0,https://www.handypanda.in/products/supreme-reducing-elbow-pvc-05fuzdk,https://cdn.handypanda.in/products/PIPSUPREDPPOYU-0.jpg
handypanda,PIPSUPRED8OR4A,Reducer PVC,Supreme,Bathware & plumbing,103.0,OutOfStock,0,https://www.handypanda.in/products/supreme-reducer-pvc-wlc5jxn,https://cdn.handypanda.in/products/PIPSUPRED8OR4A-0.jpg
handypanda,PIPINDSPI1RPEU,Spindle/ Turn phase,India,Bathware & plumbing,100.0,OutOfStock,0,https://www.handypanda.in/products/india-spindle-turn-phase-v0255o4,https://cdn.handypanda.in/products/PIPINDSPI1RPEU-0.jpg
handypanda,PIPUNIELBXPHWT,Elbow GI,Unik,Bathware & plumbing,92.0,OutOfStock,0,https://www.handypanda.in/products/unik-elbow-gi-uwpk2f0,https://cdn.handypanda.in/products/PIPUNIELBXPHWT.jpg
handypanda,PIPASTREDRUBJ6,Reducing Tee Brass CPVC,Astral,Bathware & plumbing,90.0,InStock,0,https://www.handypanda.in/products/astral-reducing-tee-brass-cpvc-wc27nzk,https://cdn.handypanda.in/products/PIPASTREDRUBJ6-0.jpg
handypanda,PIPINDSPI5L08L,Spindle/ Turn phase,Kohinoor,Bathware & plumbing,87.0,OutOfStock,0,https://www.handypanda.in/products/kohinoor-spindle-turn-phase-rmh6040,https://cdn.handypanda.in/products/PIPINDSPI5L08L-0.jpg
handypanda,PIPASTCROKXAHX,Long bend CPVC,Astral,Bathware & plumbing,86.0,OutOfStock,0,https://www.handypanda.in/products/astral-long-bend-cpvc-wmb2dkb,https://cdn.handypanda.in/products/PIPASTCROKXAHX-0.jpg
handypanda,PIPUNISOCJ0ZRB,Socket GI,Unik,Bathware & plumbing,84.0,OutOfStock,0,https://www.handypanda.in/products/unik-socket-gi-kj0kr1d,https://cdn.handypanda.in/products/PIPUNISOCJ0ZRB-0.jpg
handypanda,PIPASTREDM7XHH,Reducing Elbow Brass CPVC,Astral,Bathware & plumbing,82.0,InStock,0,https://www.handypanda.in/products/astral-reducing-elbow-brass-cpvc-gv3vv8i,https://cdn.handypanda.in/products/PIPASTREDM7XHH-0.jpg
handypanda,FLEWESCONR93OR,Connection pipe Nylon/SS,Generic,Bathware & plumbing,81.0,OutOfStock,0,https://www.handypanda.in/products/generic-connection-pipe-nylon-ss-dehooiq,https://cdn.handypanda.in/products/FLEWESCONR93OR-0.jpg
handypanda,PIPASTRED6GFCS,Reducing FTA Brass CPVC,Astral,Bathware & plumbing,78.0,InStock,0,https://www.handypanda.in/products/astral-reducing-fta-brass-cpvc-89p2gns,https://cdn.handypanda.in/products/PIPASTRED6GFCS-0.jpg
handypanda,PIPASTSTE77JFR,Step over CPVC,Astral,Bathware & plumbing,76.0,InStock,0,https://www.handypanda.in/products/astral-step-over-cpvc-a3igoks,https://cdn.handypanda.in/products/PIPASTSTE77JFR-0.jpg
handypanda,FLELOCCONFVRR4,Connection pipe SS,Generic,Bathware & plumbing,75.0,InStock,0,https://www.handypanda.in/products/generic-connection-pipe-ss-x8qm1dc,https://cdn.handypanda.in/products/FLELOCCONFVRR4-0.jpg?v=1777053527898
handypanda,PIPSUPHAL9MPPQ,Half bend PVC,Supreme,Bathware & plumbing,73.0,OutOfStock,0,https://www.handypanda.in/products/supreme-half-bend-pvc-4b8dggg,https://cdn.handypanda.in/products/PIPSUPHAL9MPPQ-0.jpg
handypanda,PIPASTUNI9RLB3,Union CPVC,Astral,Bathware & plumbing,67.0,OutOfStock,0,https://www.handypanda.in/products/astral-union-cpvc-82rtjm5,https://cdn.handypanda.in/products/PIPASTUNI9RLB3-0.jpg
handypanda,PIPASTBENK0G3E,Bend PVC,Astral,Bathware & plumbing,63.0,OutOfStock,0,https://www.handypanda.in/products/astral-bend-pvc-oo38yey,https://cdn.handypanda.in/products/PIPASTBENK0G3E-0.jpg
handypanda,PIPSUPNAHZ9L7D,Nahani Trap PVC,Supreme,Bathware & plumbing,62.0,OutOfStock,0,https://www.handypanda.in/products/supreme-nahani-trap-pvc-cw2g5qo,https://cdn.handypanda.in/products/PIPSUPNAHZ9L7D-0.jpg
handypanda,PIPASTSOLXEAOL,Solvent PVC,Astral,Bathware & plumbing,62.0,OutOfStock,0,https://www.handypanda.in/products/astral-solvent-pvc-hseta13,https://cdn.handypanda.in/products/PIPASTSOLXEAOL-0.jpg
handypanda,PIPASTELBCN27T,Elbow PVC,Astral,Bathware & plumbing,62.0,OutOfStock,0,https://www.handypanda.in/products/astral-elbow-pvc-i3zy1xf,https://cdn.handypanda.in/products/PIPASTELBCN27T-primary.jpg
handypanda,TAPGENWAS4E1FZ,Washing Machine Adapter,Generic,Bathware & plumbing,56.0,OutOfStock,0,https://www.handypanda.in/products/generic-washing-machine-adapter-77luv3e,https://cdn.handypanda.in/products/TAPGENWAS4E1FZ-0.jpg?v=1777137044164
handypanda,FLOORBGRA34MJI,Grating vent,Generic,Bathware & plumbing,50.0,InStock,0,https://www.handypanda.in/products/generic-grating-vent-z23war1,https://cdn.handypanda.in/products/FLOORBGRA34MJI-primary.jpg
handypanda,FLEJINCOLGKUPT,Collapsible Waste Pipe,Generic,Bathware & plumbing,49.0,InStock,0,https://www.handypanda.in/products/generic-collapsible-waste-pipe-p6xysv1,https://cdn.handypanda.in/products/FLEJINCOLGKUPT-0.jpg
handypanda,PIPSUPTEEXGR2V,Tee PVC,Supreme,Bathware & plumbing,47.0,OutOfStock,0,https://www.handypanda.in/products/supreme-tee-pvc-04vxicv,https://cdn.handypanda.in/products/PIPSUPTEEJD016-0.jpg
handypanda,PIPASTREDZ69Q3,Reducing Tee CPVC,Astral,Bathware & plumbing,47.0,InStock,0,https://www.handypanda.in/products/astral-reducing-tee-cpvc-w8la1iy,https://cdn.handypanda.in/products/PIPASTREDZ69Q3-1.jpg
handypanda,WASORBEXTZV4G4,Extension nipple SS,Generic,Bathware & plumbing,43.0,InStock,0,https://www.handypanda.in/products/generic-extension-nipple-ss-dpxsdb1,https://cdn.handypanda.in/products/WASORBEXTZV4G4-1.jpg?v=1787662505264
handypanda,PIPSUPPIP41TBM,Pipe 1ft PVC,Supreme,Bathware & plumbing,33.0,OutOfStock,0,https://www.handypanda.in/products/supreme-pipe-1ft-pvc-bdnxt7l,https://cdn.handypanda.in/products/PIPSUPPIP41TBM-0.jpg
handypanda,TANJAIWCCKJ9IH,WC Connector,Jai,Bathware & plumbing,31.0,OutOfStock,0,https://www.handypanda.in/products/jai-wc-connector-498m1mk,https://cdn.handypanda.in/products/TANJAIWCCKJ9IH-0.jpg
handypanda,PIPASTELB1J3CL,Elbow Reducer CPVC,Astral,Bathware & plumbing,27.0,InStock,0,https://www.handypanda.in/products/astral-elbow-reducer-cpvc-27tj4iz,https://cdn.handypanda.in/products/PIPASTELB1J3CL-0.jpg
handypanda,PIPSUPRED64BKP,Reducing Bush PVC,Supreme,Bathware & plumbing,26.0,OutOfStock,0,https://www.handypanda.in/products/supreme-reducing-bush-pvc-6rg4tu3,https://cdn.handypanda.in/products/PIPSUPRED64BKP-0.jpg?v=1777138255147
